,Model_Name,Enocding_Type,Clustering_Algorithm,Clusters,Silhouette_Score,Survival_Pval,Cluster_score
4,L3CGConv,gnmf,KMEANS,6,0.5618860196026326,0.8996842770562321,0.006414752238522123
5,L3CGConv,gnmf,PAM,2,0.7709557414054871,0.17407344020581633,0.0308566530689989
6,L3CGConv,gnmf,PAM,3,0.4652038812637329,0.5581552983561383,0.0914094234309705
7,L3CGConv,gnmf,PAM,4,0.5104864835739136,0.527266806320946,0.03565068827139312
8,L3CGConv,gnmf,PAM,5,0.4856877028942108,0.8496973512280027,0.0139333070947292
9,L3CGConv,gnmf,PAM,6,0.5241504907608032,0.6355857108434987,0.0050389402901243165
10,L3CGConv,gnmf,COMMONNN,30,0.13879880963749802,0.8881538800918349,0.000424568791003649
11,L3CGConv,gnmf,AFFINITY_PROPAGATION,4,0.6742359399795532,0.820731125023018,0.0027241136776057053
12,L3CGConv,gnmf,AGGLOMERATIVE_CLUSTERING,2,0.5743814725273787,0.5254885142459267,0.12568054475325788
13,L3CGConv,gnmf,AGGLOMERATIVE_CLUSTERING,3,0.584382248594923,0.8167264728249672,0.05953900276331998
14,L3CGConv,gnmf,AGGLOMERATIVE_CLUSTERING,4,0.5680638591402938,0.7883677522307565,0.009855998601172202
15,L3CGConv,gnmf,AGGLOMERATIVE_CLUSTERING,5,0.5361147725809687,0.8999182701082415,0.007423494836063668
16,L3CGConv,gnmf,AGGLOMERATIVE_CLUSTERING,6,0.5134305971728867,0.9570756821019415,0.0071996404524190556
17,L3CGConv,gnmf,BRICH,2,0.8023492693901062,0.34690825145072723,0.019523499626990046
18,L3CGConv,gnmf,BRICH,3,0.6124117970466614,0.6396220744896123,0.016184119879129412
19,L3CGConv,gnmf,BRICH,4,0.5912804007530212,0.8057350714005023,0.00871526858027903
20,L3CGConv,gnmf,BRICH,5,0.5968829989433289,0.9125918673078766,0.0036535309323623847
21,L3CGConv,gnmf,BRICH,6,0.5138213634490967,0.8850568852982408,0.0035783315424978306
22,L3CGConv,gnmf,DBSCAN,5,-0.020009748616284663,0.48813561215367507,0.01348425205531648
23,L3CGConv,gnmf,MEANSHIFT,6,0.5292437585705976,0.8866029311992479,0.0020729950400837148
24,L3CGConv,gnmf,SPECTRAL_CLUSTERING,2,0.49159902561273594,0.7496489702657234,0.19752067427501152
25,L3CGConv,gnmf,SPECTRAL_CLUSTERING,3,0.6527139878162468,0.7422485398084067,0.009854425186726554
26,L3CGConv,gnmf,SPECTRAL_CLUSTERING,4,0.5109093600303644,0.838272664382437,0.008326127656795619
27,L3CGConv,gnmf,SPECTRAL_CLUSTERING,5,0.07741068103347391,0.8607217293559739,0.007911007448890377
28,L3CGConv,gnmf,SPECTRAL_CLUSTERING,6,0.02779377848022444,0.7903171674718491,0.007206884813317431
29,L3CGConv,gnmf,GAUSSIAN_MIXTURE,2,0.5726915276617066,0.340341637422702,0.12285519277471785
30,L3CGConv,gnmf,GAUSSIAN_MIXTURE,3,0.5662211688895906,0.6018653176563417,0.028374678976951045
31,L3CGConv,gnmf,GAUSSIAN_MIXTURE,4,0.5015930683152238,0.3974881846346966,0.012236292159809155
32,L3CGConv,gnmf,GAUSSIAN_MIXTURE,5,0.1941103005303839,0.20263994639079394,0.011534761914044513
33,L3CGConv,gnmf,GAUSSIAN_MIXTURE,6,0.5387635547662308,0.8791105409363784,0.005342149665824288
0,L2CGConv,final,KMEANS,2,0.22547207298197552,0.5719457887464793,0.011809336359740321
1,L2CGConv,final,KMEANS,3,0.16992445789471733,0.8192488370258983,0.003402957597846653
2,L2CGConv,final,KMEANS,4,0.1574967715234399,0.8103281904371612,0.0023845745391288483
3,L2CGConv,final,KMEANS,5,0.05766760296598304,0.9531829296954106,0.004012433595480565
4,L2CGConv,final,KMEANS,6,-0.05482242673963501,0.8943769350663526,0.0013857715861006093
5,L2CGConv,final,PAM,2,0.5062282681465149,0.2940741440715847,0.2361867271948064
6,L2CGConv,final,PAM,3,0.48055726289749146,0.24010514488709925,0.054581400985259244
7,L2CGConv,final,PAM,4,0.37328293919563293,0.4461650088354471,0.03096482228952875
8,L2CGConv,final,PAM,5,0.3256857097148895,0.5149499847433596,0.02350835870412938
9,L2CGConv,final,PAM,6,0.2832825779914856,0.14170884374592876,0.016920663541046425
10,L2CGConv,final,COMMONNN,2,-0.31870400184384506,0.3338389041863432,0.011809336359740321
11,L2CGConv,final,AFFINITY_PROPAGATION,14,0.1693689078092575,0.17088010495064612,0.002695309370389846
12,L2CGConv,final,AGGLOMERATIVE_CLUSTERING,2,0.22697691604973058,0.6477107890095556,0.049110331582038376
13,L2CGConv,final,AGGLOMERATIVE_CLUSTERING,3,0.20662093910565757,0.7177967967803659,0.0066946591042760925
14,L2CGConv,final,AGGLOMERATIVE_CLUSTERING,4,0.20995419229112586,0.8101233910034589,0.004290870681567875
15,L2CGConv,final,AGGLOMERATIVE_CLUSTERING,5,0.19015362575979422,0.853584765410021,0.0030743083215094198
